"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_BASECODE"
3|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"Visit at age >= 65 years old"|"N"|"FAE"||||"encounter_num"|"visit_dimension"|"start_date"|"N"|">="|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 65)-1)"||"Encounter \ Age at visit \ >= 65 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\"|">= 65 years old"|
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\65\"|" Visit at age 65 years old"|"N"|"LAE"||"DEM|AGE:65"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 65)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 66)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 65 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"65"|"65"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\66\"|" Visit at age 66 years old"|"N"|"LAE"||"DEM|AGE:66"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 66)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 67)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 66 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"66"|"66"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\67\"|" Visit at age 67 years old"|"N"|"LAE"||"DEM|AGE:67"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 67)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 68)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 67 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"67"|"67"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\68\"|" Visit at age 68 years old"|"N"|"LAE"||"DEM|AGE:68"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 68)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 69)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 68 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"68"|"68"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\69\"|" Visit at age 69 years old"|"N"|"LAE"||"DEM|AGE:69"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 69)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 70)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 69 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"69"|"69"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\70\"|" Visit at age 70 years old"|"N"|"LAE"||"DEM|AGE:70"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 70)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 71)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 70 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"70"|"70"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\71\"|" Visit at age 71 years old"|"N"|"LAE"||"DEM|AGE:71"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 71)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 72)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 71 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"71"|"71"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\72\"|" Visit at age 72 years old"|"N"|"LAE"||"DEM|AGE:72"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 72)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 73)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 72 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"72"|"72"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\73\"|" Visit at age 73 years old"|"N"|"LAE"||"DEM|AGE:73"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 73)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 74)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 73 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"73"|"73"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\74\"|" Visit at age 74 years old"|"N"|"LAE"||"DEM|AGE:74"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 74)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 75)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 74 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"74"|"74"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\75\"|" Visit at age 75 years old"|"N"|"LAE"||"DEM|AGE:75"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 75)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 76)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 75 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"75"|"75"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\76\"|" Visit at age 76 years old"|"N"|"LAE"||"DEM|AGE:76"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 76)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 77)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 76 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"76"|"76"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\77\"|" Visit at age 77 years old"|"N"|"LAE"||"DEM|AGE:77"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 77)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 78)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 77 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"77"|"77"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\78\"|" Visit at age 78 years old"|"N"|"LAE"||"DEM|AGE:78"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 78)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 79)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 78 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"78"|"78"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\79\"|" Visit at age 79 years old"|"N"|"LAE"||"DEM|AGE:79"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 79)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 80)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 79 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"79"|"79"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\80\"|" Visit at age 80 years old"|"N"|"LAE"||"DEM|AGE:80"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 80)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 81)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 80 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"80"|"80"
4|"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\81\"|" Visit at age 81 years old"|"N"|"LAE"||"DEM|AGE:81"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 81)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 82)-1)"||"Encounter \ Age at visit \ >= 65 years old \ 81 years old"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\Age at visit\>= 65 years old\"|"81"|"81"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\19 years old\"|"Visit at age 19 years old"|"N"|"LAE"||"DEM|AGE:19"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 19)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 20)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 19 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"19 years old"|"19"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\20 years old\"|"Visit at age 20 years old"|"N"|"LAE"||"DEM|AGE:20"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 20)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 21)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 20 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"20 years old"|"20"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\21 years old\"|"Visit at age 21 years old"|"N"|"LAE"||"DEM|AGE:21"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 21)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 22)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 21 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"21 years old"|"21"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\22 years old\"|"Visit at age 22 years old"|"N"|"LAE"||"DEM|AGE:22"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 22)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 23)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 22 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"22 years old"|"22"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\23 years old\"|"Visit at age 23 years old"|"N"|"LAE"||"DEM|AGE:23"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 23)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 24)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 23 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"23 years old"|"23"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\24 years old\"|"Visit at age 24 years old"|"N"|"LAE"||"DEM|AGE:24"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 24)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 25)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 24 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"24 years old"|"24"
4|"\PCORI\ENCOUNTER\Age at visit\18-34 years old\25 years old\"|"Visit at age 25 years old"|"N"|"LAE"||"DEM|AGE:25"||"encounter_num"|"visit_dimension"|"start_date"|"N"|"BETWEEN"|"((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 25)-1) AND ((select birth_date from PCORI_Dev.dbo.patient_dimension where patient_num = PCORI_Dev.dbo.visit_dimension.patient_num) + (365.25 * 26)-1)"||"Encounter \ Age at visit \ 18-34 years old \ 25 years old"|"@"|2010/08/18 10:59:52 AM|2010/07/14 09:58:40 AM|2010/07/14 09:58:40 AM|"lcp5"|||"\PCORI\ENCOUNTER\Age at visit\18-34 years old\"|"25 years old"|"25"
