"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_SPECIMEN_SOURCE"|"PCORI_BASECODE"
3|"\PCORI\LAB_RESULT_CM\ABN_IND\OT\"|"zz Other"|"N"|"LHE"|0|"ABN_IND|OT:"|""|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"like"|"\PCORI\LAB_RESULT_CM\ABN_IND\OT\"|"CDMv2"|"Other: A data field is present in the source system, but the source value cannot be mapped to the CDM."|"@"|2015/05/27 05:32:53 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"PCORNET_CDM"|||"\PCORI\LAB_RESULT_CM\ABN_IND\"|"OT"|""|""
3|"\PCORI\LAB_RESULT_CM\ABN_IND\UN\"|"zz Unknown"|"N"|"LHE"|0|"ABN_IND|UN:"|""|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"like"|"\PCORI\LAB_RESULT_CM\ABN_IND\UN\"|"CDMv2"|"Unknown: A data field is present in the source system, but the source value explicitly denotes an unknown value."|"@"|2015/05/27 05:32:53 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"PCORNET_CDM"|||"\PCORI\LAB_RESULT_CM\ABN_IND\"|"UN"|""|""
2|"\PCORI\LAB_RESULT_CM\LAB_LOINC\"|"Lab Loinc"|"N"|"LHE"|0||""|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"like"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\"|"CDMv2"|"Logical Observation Identifiers, Names, and Codes (LOINC) from the Regenstrief Institute. Results with local versions of LOINC codes (e.g., LOINC candidate codes) should be included in the RAW_ table field, but the LOINC variable should be set to missing. Current LOINC codes are from 3-7 characters long but Regenstrief suggests a length of 10 for future growth. The last digit of the LOINC code is a check digit and is always preceded by a hyphen. All parts of the LOINC code, including the hyphen, must be included. Do not pad the LOINC code with leading zeros. Please see the LOINC reference table for known LOINC codes for each LAB_NAME."|"@"|2015/05/27 05:32:53 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"PCORNET_CDM"|||"\PCORI\LAB_RESULT_CM\"|"LAB_LOINC"|""|
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\20450-3\"|"Alpha-1-fetoprotein:mom:pt:ser/plas:qn"|"Y"|"LAE"|0|"LOINC:20450-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\20450-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein:mom:pt:ser/plas:qn \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"20450-3"||"20450-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\20450-3\"|"Afp mom serpl"|"Y"|"LAE"|0|"LOINC:20450-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\20450-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein:mom:pt:ser/plas:qn \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"20450-3"||"20450-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\20450-3\"|"Alpha-1-fetoprotein [multiple of the median] in serum or plasma"|"Y"|"LAE"|0|"LOINC:20450-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\20450-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein:mom:pt:ser/plas:qn \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"20450-3"||"20450-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"|"Alpha-1-fetoprotein^^adjusted:mom:point in time:serum/plasma:quantitative"|"N"|"LAE"|0|"LOINC:23811-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein^^adjusted:mom:point in time:serum/plasma:quantitative \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"23811-3"||"23811-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"|"Alpha-1-fetoprotein [multiple of the median] adjusted in serum or plasma"|"Y"|"LAE"|0|"LOINC:23811-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein^^adjusted:mom:point in time:serum/plasma:quantitative \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"23811-3"||"23811-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"|"Afp adj mom serpl"|"Y"|"LAE"|0|"LOINC:23811-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein^^adjusted:mom:point in time:serum/plasma:quantitative \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"23811-3"||"23811-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"|"Alpha-1-fetoprotein^^adjusted:mom:pt:ser/plas:qn"|"Y"|"LAE"|0|"LOINC:23811-3"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23811-3\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein^^adjusted:mom:point in time:serum/plasma:quantitative \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"23811-3"||"23811-3"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23812-1\"|"Alpha-1-fetoprotein^^unadjusted:mom:point in time:serum/plasma:quantitative"|"N"|"LAE"|0|"LOINC:23812-1"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23812-1\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein^^unadjusted:mom:point in time:serum/plasma:quantitative \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"23812-1"||"23812-1"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23812-1\"|"Alpha-1-fetoprotein^^unadjusted:mom:pt:ser/plas:qn"|"Y"|"LAE"|0|"LOINC:23812-1"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/09/2009 18:46:43</CreationDateTime><TestID>AFPIU</TestID><TestName>Alpha-1-fetoprotein</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>19176-7</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>iu/ml</NormalUnits><EqualUnits>iu/ml</EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\23812-1\"||"Labs \ LOINC \ Chemistry \ Protein \ Alpha-1-fetoprotein &#124; bld-ser-plas \ Alpha-1-fetoprotein^^unadjusted:mom:point in time:serum/plasma:quantitative \ "|"@"|2013/12/19 08:05:04 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31388-9\LP15838-3\LP45776-9\"|"23812-1"||"23812-1"
