"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_BASECODE"
4|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\93\"|"  93 years old"|"N"|"LIE"||"DEM|AGE:93"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (365.25 *94) AND SYSDATE - (365.25 * 93) "|""|"Demographics \ Age \ >= 65 years old \ 93 years old"|"@"|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|"DEM2FACT CONVERT"|""|""|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\"|"93"|"DEM|AGE:93"
4|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\94\"|"  94 years old"|"N"|"LIE"||"DEM|AGE:94"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (365.25 *95) AND SYSDATE - (365.25 * 94) "|""|"Demographics \ Age \ >= 65 years old \ 94 years old"|"@"|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|"DEM2FACT CONVERT"|""|""|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\"|"94"|"DEM|AGE:94"
4|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\95\"|"  95 years old"|"N"|"LIE"||"DEM|AGE:95"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (365.25 *96) AND SYSDATE - (365.25 * 95) "|""|"Demographics \ Age \ >= 65 years old \ 95 years old"|"@"|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|"DEM2FACT CONVERT"|""|""|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\"|"95"|"DEM|AGE:95"
4|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\96\"|"  96 years old"|"N"|"LIE"||"DEM|AGE:96"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (365.25 *97) AND SYSDATE - (365.25 * 96) "|""|"Demographics \ Age \ >= 65 years old \ 96 years old"|"@"|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|"DEM2FACT CONVERT"|""|""|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\"|"96"|"DEM|AGE:96"
4|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\97\"|"  97 years old"|"N"|"LIE"||"DEM|AGE:97"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (365.25 *98) AND SYSDATE - (365.25 * 97) "|""|"Demographics \ Age \ >= 65 years old \ 97 years old"|"@"|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|"DEM2FACT CONVERT"|""|""|"\PCORI\DEMOGRAPHIC\Age\>= 65 years old\"|"97"|"DEM|AGE:97"
5|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\1 month old\"|"01 month old"|"N"|"FAE"||"DEM|AGE:1mo"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (30.4375*2) AND SYSDATE - (30.4375)"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 1 month old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\"|"1 month old"|"DEM|AGE:1mo"
4|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\5 years old\"|"5 years old"|"N"|"LAE"||"DEM|AGE:5"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - (365.25 * 6) AND SYSDATE - (365.25 * 5) "|""|"Demographics \ Age \ 0-9 years old \ 5 years old"|"@"|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|2010/08/18 10:59:52 AM|"lcp5"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\"|"5 years old"|"DEM|AGE:5"
2|"\PCORI\DEMOGRAPHIC\GENDER_IDENTITY\"|"Gender Identity (v3.1)"|"N"|"FAE"||"GENDER_IDENTITY:GENDER_IDENTITY"|""|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"@"|"like"|"\PCORI\DEMOGRAPHIC\GENDER_IDENTITY\"|""|"Source: Health IT Certification Criteria, 2015 Base Edition, modified with expert advisory within PCORnethttps://www.federalregis ter.gov/documents/2015 /10/16/2015- 25597/2015-edition- health-information- technology-health-it- certification-criteria- 2015-edition-base"|"@"|2014/06/05 12:00:00 AM|2014/06/05 12:00:00 AM|2014/06/05 12:00:00 AM|"PCORNET_CDM_3.1"|""|""|"\PCORI\DEMOGRAPHIC\"|"GENDER_IDENTITY"|""
2|"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\"|"Patient Preferred Language Spoken (v4)"|"N"|"FAE"||"PAT_PREF_LANGUAGE_SPOKEN:PAT_PREF_LANGUAGE_SPOKEN"|""|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"like"|"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\"|""|"Demographics \ Patient Preferred Language Spoken"|"@"|2014/06/05 12:00:00 AM|2014/06/05 12:00:00 AM|2014/06/05 12:00:00 AM|"PCORNET_CDM_4.0"|""|""|"\PCORI\DEMOGRAPHIC\"|"PAT_PREF_LANGUAGE_SPOKEN"|""
3|"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\Fon\"|"Fon"|"N"|"LAE"||"PATIENTPREF_LANGUAGE_SPOKEN:FON"|""|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\Fon\"|""|"\PCORI_MOD\PATIENTPREF_LANGUAGE_SPOKEN\Fon\"|"@"||||"PCORNET_CDMv4"|||"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\"|"Fon"|"FON"
3|"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\Kom\"|"Komi"|"N"|"LAE"||"PATIENTPREF_LANGUAGE_SPOKEN:KOM"|""|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\Kom\"|""|"\PCORI_MOD\PATIENTPREF_LANGUAGE_SPOKEN\Kom\"|"@"||||"PCORNET_CDMv4"|||"\PCORI\DEMOGRAPHIC\PAT_PREF_LANGUAGE_SPOKEN\"|"Kom"|"KOM"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\26 days old\"|"26 days old"|"N"|"LAE"||"DEM|AGE:26day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 27 AND SYSDATE - 26"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 26 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"26 days old"|"DEM|AGE:26day"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\27 days old\"|"27 days old"|"N"|"LAE"||"DEM|AGE:27day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 28 AND SYSDATE - 27"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 27 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"27 days old"|"DEM|AGE:27day"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\28 days old\"|"28 days old"|"N"|"LAE"||"DEM|AGE:28day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 29 AND SYSDATE - 28"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 28 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"28 days old"|"DEM|AGE:28day"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\29 days old\"|"29 days old"|"N"|"LAE"||"DEM|AGE:29day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 30 AND SYSDATE - 29"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 29 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"29 days old"|"DEM|AGE:29day"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\3 days old\"|"03 days old"|"N"|"LAE"||"DEM|AGE:3day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 4 AND SYSDATE - 3"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 3 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"3 days old"|"DEM|AGE:3day"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\30 days old\"|"30 days old"|"N"|"LAE"||"DEM|AGE:30day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 31 AND SYSDATE - 30"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 30 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"30 days old"|"DEM|AGE:30day"
6|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\31 days old\"|"31 days old"|"N"|"LAE"||"DEM|AGE:31day"|""|"patient_num"|"patient_dimension"|"birth_date"|"N"|"BETWEEN"|"SYSDATE - 32 AND SYSDATE - 31"|""|"Demographics \ Age \ 0-9 years old \ 0 years old \ 0 months old \ 31 days old"|"@"|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|2010/08/18 12:00:00 AM|"lcp5_jgk"|""|""|"\PCORI\DEMOGRAPHIC\Age\0-9 years old\0 years old\0 months old\"|"31 days old"|"DEM|AGE:31day"
